	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
523	+	2.1213181943307	2.14565594991048	P09758	P09758	Tumor-associated calcium signal transducer 2	TACSTD2	902	Tumor-associated calcium signal transducer 2 OS=Homo sapiens OX=9606 GN=TACSTD2 PE=1 SV=3	8	8	8	1	4	3	3	0	1	1	4	3	3	0	1	1	323	323	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	21.7	16.7	16.7	0	3.1	5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	33.4	33.4	33.4	35.709	0	104.66	0.00756278589711224	0.0185535714285714	2.14565594991048	4.98642657625738	25.9535140991211	26.7279319763184	26.6533508300781	24.1998291015625	23.7443962097168	24.9536037445068	UP	UP	TACSTD2
298	+	1.55603788586888	2.13533655802409	O94808	O94808	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	GFPT2	567	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens OX=9606 GN=GFPT2 PE=1 SV=3	7	6	6	1	4	7	3	1	1	1	3	6	2	0	1	0	682	682	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	7.6	13.3	6.3	2.3	2.5	2.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	6	6	13.3	11	11	76.93	0	8.3679	0.0277947078883438	0.0399121756487026	2.13533655802409	3.37963986814445	25.7168045043945	25.8083057403564	25.4467945098877	23.7213573455811	22.3580989837646	24.4864387512207	UP	UP	GFPT2
1504	+	2.22139817484245	2.11752319335938	Q13190	Q13190	Syntaxin-5	STX5	2234	Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2	4	4	4	1	3	3	3	0	2	2	3	3	3	0	2	2	355	355	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	12.7	12.7	12.7	0	6.2	6.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	15.5	15.5	15.5	39.672	0	6.8548	0.00600622815079937	0.0173504823151125	2.11752319335938	5.31983601060048	25.438793182373	25.9539813995361	26.0482654571533	24.2912616729736	23.7180957794189	23.0791130065918	UP	UP	STX5
763	+	4.04985025358605	2.11562283833822	P26447	P26447	Protein S100-A4	S100A4	1233	Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1	7	7	7	1	6	6	6	4	2	5	6	6	6	4	2	5	101	101	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.6	39.6	36.6	32.7	23.8	32.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	43.6	43.6	43.6	11.728	0	54.405	8.91558297884256e-05	0.00232098765432099	2.11562283833822	16.0027585771179	31.7406539916992	31.3635368347168	31.7415370941162	29.4602184295654	29.5805740356445	29.4580669403076	UP	UP	S100A4
2864	+	1.64826846236371	2.11176300048828	Q9Y508	Q9Y508	E3 ubiquitin-protein ligase RNF114	RNF114	4577	E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens OX=9606 GN=RNF114 PE=1 SV=1	3	3	3	1	2	2	2	0	0	1	2	2	2	0	0	1	228	228	By MS/MS	By MS/MS	By MS/MS			By MS/MS	9.6	9.6	9.6	0	0	5.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	18.4	18.4	18.4	25.694	0	13.236	0.022476647656199	0.0347063829787234	2.11176300048828	3.61399712054274	25.8098278045654	25.8760051727295	25.4070110321045	22.5315742492676	24.4683246612549	23.7576560974121	UP	UP	RNF114
798	+	2.05534813725664	2.11156527201335	P29218	P29218	Inositol monophosphatase 1	IMPA1	1278	Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1	9	9	9	1	7	7	8	2	2	3	7	7	8	2	2	3	277	277	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.9	33.9	38.6	7.6	8.7	13.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	9	45.5	45.5	45.5	30.188	0	35.355	0.00880342893436372	0.0204922206506365	2.11156527201335	4.77566699134549	28.020357131958	28.443675994873	28.403039932251	26.7025299072266	25.3446884155273	26.4851589202881	UP	UP	IMPA1
2749	+	1.45970012292146	2.10745811462402	Q9ULX6	Q9ULX6	A-kinase anchor protein 8-like	AKAP8L	4412	A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=4	4	4	4	1	4	4	3	1	1	3	4	4	3	1	1	3	646	646	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	9.6	9.6	8	2	2	8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	9.6	9.6	9.6	71.639	0	12.567	0.0346976352321653	0.04409963099631	2.10745811462402	3.14448388160471	26.5873489379883	26.273323059082	26.607666015625	23.5819473266602	23.8696746826172	25.6943416595459	UP	UP	AKAP8L
733	+	1.32004691755845	2.0946896870931	P23634	P23634	Plasma membrane calcium-transporting ATPase 4	ATP2B4	1193	Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2	25	13	13	1	8	7	5	2	7	5	4	3	2	1	2	2	1241	1241	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	11.2	9.7	7.1	3.1	7.8	6.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA			25	13	13	22.5	13	13	137.92	0	99.385	0.0478578387907033	0.0564937027707809	2.0946896870931	2.81938876277775	26.5259685516357	27.6100635528564	26.3360290527344	23.4775199890137	25.2642765045166	25.446195602417	UP	UP	ATP2B4
121	+	1.99818962225966	2.08211962381999	O15460	O15460	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	318	Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1	8	8	8	1	6	6	5	1	1	3	6	6	5	1	1	3	535	535	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	12.1	12.1	13.1	2.2	2.2	6.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	17.6	17.6	17.6	60.901	0	40.697	0.010041772492824	0.0220325203252032	2.08211962381999	4.59856158944532	25.9566192626953	26.8488807678223	26.5675849914551	24.3617134094238	23.7447090148926	25.0203037261963	UP	UP	P4HA2
2038	+	3.69864469557849	2.05829683939616	Q8TD16	Q8TD16	Protein bicaudal D homolog 2	BICD2	3183	Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1	10	10	10	1	7	5	7	3	3	3	7	5	7	3	3	3	824	824	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	11.8	8.9	9.7	5.1	5.1	5.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	10	10	10	15.4	15.4	15.4	93.532	0	30.049	0.000200149866340907	0.00478832116788321	2.05829683939616	13.0311834739545	26.2406902313232	26.678955078125	26.2626113891602	24.3580341339111	24.2085113525391	24.4408206939697	UP	UP	BICD2
302	+	3.82656138385354	2.05795669555664	O94855	O94855	Protein transport protein Sec24D	SEC24D	573	Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D PE=1 SV=2	7	6	6	1	5	6	4	0	1	3	4	5	3	0	0	2	1032	1032	By MS/MS	By MS/MS	By MS/MS		By matching	By MS/MS	7.8	8.5	6	0	1.5	4.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	6	6	9.8	8.3	8.3	113.01	0	15.436	0.000149086601925197	0.00375862068965517	2.05795669555664	14.045731646796	25.8997974395752	25.8007488250732	25.7870845794678	23.8206806182861	23.5040798187256	23.9890003204346	UP	UP	SEC24D
1732	+	4.74578033775084	2.0575631459554	Q16555	Q16555;Q14195;Q14194	Dihydropyrimidinase-related protein 2	DPYSL2	2552	Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1	40;5;2	40;5;2	40;5;2	3	37	38	39	21	16	23	37	38	39	21	16	23	572	572;570;572	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	67.3	71	74.8	50.5	43.4	54.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	40	40	40	74.8	74.8	74.8	62.293	0	323.31	1.79564161659219e-05	0.00224390243902439	2.0575631459554	23.9732899078479	31.4991912841797	31.7587928771973	31.6971855163574	29.5736389160156	29.6625995635986	29.5462417602539	UP	UP	DPYSL2
790	+	2.80220223073703	2.02270825703939	P28370	P28370	Probable global transcription activator SNF2L1	SMARCA1	1268	Probable global transcription activator SNF2L1 OS=Homo sapiens OX=9606 GN=SMARCA1 PE=1 SV=2	17	8	8	1	11	12	8	8	7	6	6	6	4	2	2	1	1054	1054	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	12.6	12.8	10.1	7.8	7.4	6.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	17	8	8	16.2	8.9	8.9	122.6	0	7.5967	0.00157687682053351	0.00975342465753425	2.02270825703939	7.63970508446246	26.5550403594971	26.1689605712891	26.4587955474854	24.0815486907959	24.843412399292	24.1897106170654	UP	UP	SMARCA1
1124	+	3.04202232044294	2.01427332560221	P53611	P53611	Geranylgeranyl transferase type-2 subunit beta	RABGGTB	1720	Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	331	331	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	6.6	6.6	6.6	3.3	3.3	6.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	2	2	2	6.6	6.6	6.6	36.924	0.0029933	1.9102	0.000907773874195904	0.00692363636363636	2.01427332560221	8.83042443200465	24.901180267334	25.1810131072998	25.4439525604248	23.2187385559082	23.4150161743164	22.8495712280273	UP	UP	RABGGTB
1482	+	2.82508307233915	2.01012992858887	Q12983	Q12983	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	BNIP3	2203	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Homo sapiens OX=9606 GN=BNIP3 PE=1 SV=3	3	3	3	1	3	2	2	0	1	2	3	2	2	0	1	2	259	259	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	22.8	11.2	11.2	0	5.4	11.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	22.8	22.8	22.8	27.832	0	8.8554	0.00149594948181848	0.00868539325842697	2.01012992858887	7.7466926276367	25.1385631561279	25.5113525390625	25.3005809783936	23.7082118988037	23.3207607269287	22.891134262085	UP	UP	BNIP3
1726	+	1.9354738664895	2.00517272949219	Q16512	Q16512	Serine/threonine-protein kinase N1	PKN1	2543	Serine/threonine-protein kinase N1 OS=Homo sapiens OX=9606 GN=PKN1 PE=1 SV=2	6	5	5	1	5	4	3	1	2	2	5	4	3	1	2	2	942	942	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	7.4	5.4	5.1	1.4	2.4	3.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	5	5	8.3	7.4	7.4	103.93	0	9.7131	0.0116018202757382	0.0227538461538462	2.00517272949219	4.40986648095276	25.7322101593018	25.3566246032715	25.1265621185303	23.6348972320557	22.585786819458	23.9791946411133	UP	UP	PKN1
949	+	2.48787093042735	1.97763570149739	P42330	P42330;P17516;P52895	Aldo-keto reductase family 1 member C3	AKR1C3	1484	Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4	15;3;2	15;3;2	10;0;0	3	13	13	11	6	2	7	9	9	9	4	1	5	323	323;323;323	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	55.7	63.2	50.5	38.1	13.9	36.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	10	63.2	63.2	48	36.853	0	120.56	0.0032518392563164	0.0119520958083832	1.97763570149739	6.29614740787137	29.5017471313477	29.4597873687744	28.7064552307129	27.2855968475342	26.9174098968506	27.532075881958	UP	UP	AKR1C3
235	+	3.4949105483768	1.97589874267578	O75368	O75368	SH3 domain-binding glutamic acid-rich-like protein	SH3BGRL	483	SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1	9	9	9	1	6	8	7	3	2	6	6	8	7	3	2	6	114	114	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	26.3	31.6	31.6	23.7	23.7	28.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	9	31.6	31.6	31.6	12.774	0	23.263	0.000319955405389339	0.00438202247191011	1.97589874267578	11.5591088552015	27.3103408813477	27.7239685058594	27.696439743042	25.4895915985107	25.4990539550781	25.8144073486328	UP	UP	SH3BGRL
2053	+	1.74587780883957	1.9545103708903	Q8WUH6	Q8WUH6	Transmembrane protein 263	TMEM263	3220	Transmembrane protein 263 OS=Homo sapiens OX=9606 GN=TMEM263 PE=1 SV=1	4	4	4	1	3	4	3	2	0	1	3	4	3	2	0	1	116	116	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	45.7	67.2	45.7	35.3	0	12.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	67.2	67.2	67.2	11.748	0	14.535	0.017952386561324	0.0316259977194983	1.9545103708903	3.87269009282222	26.6407222747803	26.8823871612549	26.6304817199707	25.6615028381348	24.6868457794189	23.9417114257813	UP	UP	TMEM263
2488	+	3.15549189775707	1.93796284993489	Q9HAV0	Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	GNB4	3971	Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens OX=9606 GN=GNB4 PE=1 SV=3	16	9	9	1	6	6	8	6	7	6	4	3	4	1	2	2	340	340	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	30	28.5	34.7	21.2	25.3	20.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	9	9	52.4	40	40	37.567	0	258.04	0.000699049778185541	0.0059265306122449	1.93796284993489	9.45096366239678	26.2960529327393	26.528787612915	26.2210903167725	24.1246681213379	24.7512874603271	24.356086730957	UP	UP	GNB4
1564	+	1.33068220002769	1.90554173787435	Q13867	Q13867	Bleomycin hydrolase	BLMH	2317	Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	6	6	6	1	3	5	4	3	1	4	3	5	4	3	1	4	455	455	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.9	23.3	18.9	13.2	3.3	16.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA			6	6	6	27.7	27.7	27.7	52.562	0	42.073	0.0467000988645189	0.0551021097046413	1.90554173787435	2.84353727280617	27.2610511779785	26.9454765319824	27.0694828033447	26.0703620910645	23.8866138458252	25.602409362793	UP	UP	BLMH
2596	+	2.58323020577745	1.90071487426758	Q9NWY4	Q9NWY4;A8MVJ9	UPF0609 protein C4orf27	C4orf27	4154	Histone PARylation factor 1 OS=Homo sapiens OX=9606 GN=HPF1 PE=1 SV=2	5;1	5;1	5;1	2	5	5	2	1	0	1	5	5	2	1	0	1	346	346;347	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching	26.6	26.6	10.4	7.2	0	3.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	26.6	26.6	26.6	39.436	0	8.6634	0.00261077709713974	0.0112144469525959	1.90071487426758	6.68010301098943	25.8948802947998	25.8528861999512	25.8727684020996	23.7829647064209	24.5318355560303	23.6035900115967	UP	UP	C4orf27
355	+	4.62422892342124	1.89160792032878	O95810	O95810	Serum deprivation-response protein	SDPR	659	Caveolae-associated protein 2 OS=Homo sapiens OX=9606 GN=CAVIN2 PE=1 SV=3	4	4	4	1	3	3	3	0	0	1	3	3	3	0	0	1	425	425	By MS/MS	By MS/MS	By MS/MS			By matching	14.8	14.8	10.6	0	0	2.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	14.8	14.8	14.8	47.173	0	8.0756	2.37558774704078e-05	0.00191666666666667	1.89160792032878	22.3434741737286	25.8410530090332	25.9744758605957	26.0427875518799	23.9437866210938	24.1451816558838	24.0945243835449	UP	UP	SDPR
442	+	3.61135876414122	1.86088371276855	P06493	P06493;Q00526;Q96Q40;O94921	Cyclin-dependent kinase 1	CDK1	798	Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3	13;2;1;1	13;2;1;1	11;0;0;0	4	12	11	9	6	5	6	10	10	8	4	3	5	297	297;305;435;469	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36	36.7	27.3	22.6	21.5	21.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	11	40.4	40.4	37.7	34.095	0	93.038	0.000244704094293645	0.00412578616352201	1.86088371276855	12.3797732708839	29.7711353302002	29.7787189483643	29.7171192169189	27.5981121063232	28.0686111450195	28.017599105835	UP	UP	CDK1
620	+	1.94343695433768	1.84960492451986	P15407	P15407	Fos-related antigen 1	FOSL1	1030	Fos-related antigen 1 OS=Homo sapiens OX=9606 GN=FOSL1 PE=1 SV=1	3	3	3	1	2	3	1	0	1	1	2	3	1	0	1	1	271	271	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	10	16.2	5.5	0	4.4	4.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	16.2	16.2	16.2	29.413	0	51.394	0.011391031311996	0.0225670103092784	1.84960492451986	4.4335073929247	25.5304107666016	25.9943809509277	26.3072338104248	24.5368461608887	24.3449382781982	23.4014263153076	UP	UP	FOSL1
43	+	1.36061660261664	1.84847068786621	O00469	O00469	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	195	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	11	11	11	1	7	7	8	1	3	8	7	7	8	1	3	8	737	737	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.5	11.8	11.7	1.2	5.3	11.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA			11	11	11	17.1	17.1	17.1	84.685	0	80.697	0.0435896515545522	0.0528317515099224	1.84847068786621	2.91202661493032	26.9676322937012	27.2200202941895	27.3916549682617	24.0992240905762	25.9728984832764	25.9617729187012	UP	UP	PLOD2
2147	+	2.45046893099575	1.83764457702637	Q96AC1	Q96AC1	Fermitin family homolog 2	FERMT2	3377	Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1	24	24	23	1	13	10	11	2	4	7	13	10	11	2	4	7	680	680	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.5	17.9	26	4	8.7	13.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	24	24	23	42.8	42.8	42.8	77.86	0	179.26	0.00354430484985753	0.012183908045977	1.83764457702637	6.15077120130665	27.9994335174561	27.9474849700928	28.0578079223633	25.8592510223389	26.7579898834229	25.8745517730713	UP	UP	FERMT2
2058	+	1.49442734256283	1.82786432902018	Q8WV24	Q8WV24	Pleckstrin homology-like domain family A member 1	PHLDA1	3229	Pleckstrin homology-like domain family A member 1 OS=Homo sapiens OX=9606 GN=PHLDA1 PE=1 SV=4	4	4	4	1	2	2	2	1	1	1	2	2	2	1	1	1	401	401	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	2.7	2.7	2.7	2.5	2.5	2.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	11.7	11.7	11.7	45.016	0	17.846	0.0320311593088164	0.0423504761904762	1.82786432902018	3.22816790375945	25.7040882110596	25.7822685241699	25.1481399536133	24.7752494812012	23.2358417510986	23.1398124694824	UP	UP	PHLDA1
2888	+	1.8944187275163	1.81969134012858	Q9Y5X2	Q9Y5X2	Sorting nexin-8	SNX8	4610	Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1	4	4	4	1	4	3	2	0	0	2	4	3	2	0	0	2	465	465	By MS/MS	By MS/MS	By MS/MS			By matching	13.1	9.9	7.3	0	0	7.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	13.1	13.1	13.1	52.569	0	9.1189	0.0127520871610657	0.0243564356435644	1.81969134012858	4.28941277950176	25.7455558776855	25.6040782928467	25.7604789733887	24.6363277435303	23.8353805541992	23.1793308258057	UP	UP	SNX8
1530	+	2.24600486370036	1.80786323547363	Q13464	Q13464	Rho-associated protein kinase 1	ROCK1	2271	Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1	14	10	10	1	7	9	6	1	3	3	4	7	5	0	1	2	1354	1354	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	6.6	7.8	5.3	1	3.2	2.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	10	10	12.7	8.8	8.8	158.17	0	26.685	0.00567538249464453	0.0165986842105263	1.80786323547363	5.40444676756279	25.1018943786621	25.8260707855225	25.118465423584	23.5516262054443	23.1297607421875	23.9414539337158	UP	UP	ROCK1
923	+	2.70133910857262	1.80014928181966	P40222	P40222	Alpha-taxilin	TXLNA	1453	Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3	15	15	15	1	11	12	13	5	10	9	11	12	13	5	10	9	546	546	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.2	23.6	24.5	12.5	19.4	21.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	28.9	28.9	28.9	61.89	0	33.785	0.00198911957549003	0.0106334164588529	1.80014928181966	7.18359913139802	27.9254131317139	28.7047729492188	28.4716968536377	26.6762676239014	26.3731842041016	26.6519832611084	UP	UP	TXLNA
1034	+	3.20913790588344	1.7902889251709	P49593	P49593	Protein phosphatase 1F	PPM1F	1598	Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3	5	5	5	1	3	4	3	1	2	1	3	4	3	1	2	1	454	454	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	9.7	11.7	9.5	2.9	6.6	2.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	12.3	12.3	12.3	49.83	0	3.6282	0.000617820186345805	0.00477922077922078	1.7902889251709	9.75820230995532	25.1384468078613	25.4224281311035	25.132417678833	23.6798152923584	23.1461753845215	23.4964351654053	UP	UP	PPM1F
477	+	4.33897719339123	1.78935305277507	P08133	P08133	Annexin A6	ANXA6	846	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	63	63	63	1	52	52	51	22	22	33	52	52	51	22	22	33	673	673	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	70.7	72.5	70.6	43.5	45.9	59.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	63	63	63	73.3	73.3	73.3	75.872	0	323.31	4.581659462814e-05	0.00280597014925373	1.78935305277507	18.9353816642192	31.852144241333	31.7708511352539	31.9245071411133	30.2132663726807	30.039831161499	29.9263458251953	UP	UP	ANXA6
1739	+	3.45563221074662	1.78273328145345	Q16666	Q16666;Q6K0P9	Gamma-interferon-inducible protein 16	IFI16	2565	Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3	21;2	21;2	21;2	2	19	19	16	4	7	10	19	19	16	4	7	10	785	785;492	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.9	30.2	27.6	7.1	11.5	14.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	35.2	35.2	35.2	88.255	0	96.7	0.000350241649233079	0.00529842931937173	1.78273328145345	11.2941870914463	28.4146595001221	28.7275104522705	28.3533802032471	26.7366027832031	26.5205688476563	26.8901786804199	UP	UP	IFI16
69	+	2.35408467438716	1.7692985534668	O14684	O14684	Prostaglandin E synthase	PTGES	235	Prostaglandin E synthase OS=Homo sapiens OX=9606 GN=PTGES PE=1 SV=2	2	2	2	1	2	2	1	0	0	0	2	2	1	0	0	0	152	152	By MS/MS	By MS/MS	By MS/MS				11.8	11.8	9.9	0	0	0	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	2	2	2	11.8	11.8	11.8	17.102	0.0011882	2.208	0.0044250208932737	0.0140214285714286	1.7692985534668	5.78905058200617	25.6396732330322	26.0725727081299	25.4937191009521	23.5516948699951	23.9265174865723	24.4198570251465	UP	UP	PTGES
